agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
0,2025-09-09T00:00:00.000Z,,36,,2024-09-26T00:00:00.000Z,1,,-6.0,12.0,AE,0,,5.5,15.8,3,0,60,15,1980-06-27T00:00:00.000Z,2013-11-20T00:00:00.000Z,52965.39,0.00,0.00,1,RatingEngine,0,9000000,0,2024,0,54215,F,52965.39,18690489,4,A,,,0.00,,,FL0124,,,,0,Hurricane Helene,30000,0.00,120067,120067,COLLIER COUNTY *,,,36,21239192,,A,0,0,AE,1,0,FL,Currently Unavailable,34108,12021,12021010209,120210102091,26.3,-81.8,6e6bb433-97d9-4fd6-8f17-cd670c69469f
0,2025-09-09T00:00:00.000Z,,1,,1985-10-19T00:00:00.000Z,0,,,,X,0,,,,1,0,10,1,1973-07-01T00:00:00.000Z,1984-06-25T00:00:00.000Z,6535.66,0.00,0.00,0,1,0,128900,51000,1985,0,7629,0,6535.66,138000,0,N,,0,0.00,,0,,,,0,0,,,0.00,485456,,,20,,0,0,,R,0,1,,,0,TX,Currently Unavailable,77520,48201,48201253300,482012533001,29.8,-95.0,0ab68b33-0bad-4c82-a3c3-f2bb72d813cd
0,2025-09-09T00:00:00.000Z,2,1,,2007-04-15T00:00:00.000Z,0,1,,,A08,0,2,,,3,0,,1,1960-07-01T00:00:00.000Z,2000-12-06T00:00:00.000Z,17323.31,5692.99,0.00,0,1,0,108800,30000,2007,1,18324,2,17323.31,86559,4,N,6693,2,5692.99,0,0,,660,,0,0,Nor'easter,30000,0.00,340437,,,,,1,133167,0,A,0,0,,,0,NJ,Currently Unavailable,08835,34035,34035051400,340350514001,40.5,-74.6,38d4d511-7946-4b7c-bfda-49accea0addf
0,2025-09-09T00:00:00.000Z,,1,,1978-08-15T00:00:00.000Z,0,,,,C,0,3,,,1,0,10,1,1492-10-12T00:00:00.000Z,1977-11-20T00:00:00.000Z,378.12,0.00,0.00,0,1,0,38200,14700,1978,0,609,,378.12,36400,4,N,,,0.00,,0,,,,0,0,,,0.00,225204,,,97,,1,0,,A,0,2,,,0,LA,Currently Unavailable,70043,22087,22087030207,220870302071,29.9,-90.0,8eabe62d-e893-40a6-9ddf-a87a7d8427ea
0,2025-09-09T00:00:00.000Z,,1,,2025-07-11T00:00:00.000Z,0,,,,AE,0,,,,2,0,,13,1976-07-15T00:00:00.000Z,2021-06-11T00:00:00.000Z,0.00,0.00,0.00,0,RatingEngine,0,500000,0,2025,0,0,D,0.00,0,2,N,,,0.00,,,,,,,0,,30000,0.00,190242,,"DAVENPORT, CITY OF",,,10,0,,A,0,,,,0,IA,Currently Unavailable,52806,19163,19163012802,191630128022,41.6,-90.6,322c0f6c-5ec8-49b3-9677-e66fd16882a8
0,2025-09-09T00:00:00.000Z,1,1,,2003-09-18T00:00:00.000Z,1,,-5.0,11.0,AE,0,,5.5,6.0,2,0,60,1,1980-05-08T00:00:00.000Z,2000-03-20T00:00:00.000Z,12364.72,2440.71,0.00,1,2,0,60500,44100,2003,1,12864,0,12364.72,94122,4,N,2940,0,2440.71,0,0,,639,,0,0,Hurricane Isabel,30000,0.00,370017,,,,,1,104580,0,A,0,0,,,0,NC,Currently Unavailable,27817,37013,37013931000,370139310001,35.5,-77.1,2d181746-816d-47b3-b97a-14a5ef3173d3
0,2025-09-09T00:00:00.000Z,2,1,,1996-06-14T00:00:00.000Z,0,,,,B,0,,,,2,0,,1,1960-07-01T00:00:00.000Z,1992-01-03T00:00:00.000Z,813.15,0.00,0.00,0,1,0,48000,0,1996,1,1314,0,813.15,67800,4,N,,0,0.00,,0,,,2,72,0,,20000,0.00,390195,,,,,1,0,,A,0,-1,,,0,OH,Currently Unavailable,45324,39057,39057200500,390572005006,39.8,-84.0,e0e629ba-567a-4b64-b5cd-9259d50a7887
0,2025-09-09T00:00:00.000Z,,1,,1985-03-06T00:00:00.000Z,0,,,,A13,0,4,,,2,0,10,1,1492-10-12T00:00:00.000Z,1984-04-26T00:00:00.000Z,3378.00,600.00,0.00,0,1,0,30000,2000,1985,0,3878,0,3378.00,29200,2,N,1100,0,600.00,18000,0,,818,,0,0,Flooding,,0.00,170537,,,,,1,0,0,A,0,6,,,0,IL,Currently Unavailable,61616,17143,17143004200,171430042003,40.7,-89.6,27bbdc26-f2e3-4628-91e2-52081e7ee816
0,2025-09-09T00:00:00.000Z,,1,,2012-10-29T00:00:00.000Z,0,,,,AE,0,,,,1,0,,1,1948-01-01T00:00:00.000Z,1986-04-02T00:00:00.000Z,250000.00,100000.00,0.00,0,1,0,250000,100000,2012,1,209585,1,250000.00,350514,1,N,103096,1,100000.00,0,0,,305,,0,0,Hurricane Sandy,30000,0.00,345293,,,,,0,438142,0,R,0,4,,1,0,NJ,Currently Unavailable,08739,34029,34029722500,340297225002,40.0,-74.1,76ff9e8e-32a2-4d2b-a9eb-b5b1bb650365
0,2025-09-09T00:00:00.000Z,,1,,1979-09-04T00:00:00.000Z,0,,,,,0,3,,,1,0,10,1,1492-10-12T00:00:00.000Z,1979-05-08T00:00:00.000Z,,,,0,1,0,35000,10000,1979,0,,,0.00,,1,N,,,0.00,,0,,,,0,0,,,0.00,450039,,,01,01,1,,,,0,0,,,0,SC,Currently Unavailable,29401,45019,45019000200,450190002002,32.8,-79.9,898788f8-cf67-42b8-8b5f-c8669f847592
0,2025-09-09T00:00:00.000Z,,1,,1988-11-23T00:00:00.000Z,0,2,,,A11,0,3,,,1,0,10,1,1970-07-01T00:00:00.000Z,1987-04-25T00:00:00.000Z,,,,0,1,0,16500,0,1988,0,,9,0.00,,0,N,,0,0.00,,0,,547,,0,0,Flooding,,0.00,125124,,,,06,1,,,A,0,,,,0,FL,Currently Unavailable,33924,12071,12071080100,120710801003,26.5,-82.2,223dba6d-cd3c-4143-8aa5-fbe8d442b52c
0,2025-09-09T00:00:00.000Z,,1,,1991-05-06T00:00:00.000Z,0,,,,A,0,3,,,1,0,,1,1900-01-01T00:00:00.000Z,1990-05-08T00:00:00.000Z,1242.75,0.00,0.00,0,1,0,104500,29900,1991,1,1743,2,1242.75,540000,2,N,,2,0.00,,0,,,,0,0,,30000,0.00,280221,,,,,1,0,,A,0,0,,,0,MS,Currently Unavailable,39059,28029,28029950200,280299502001,32.0,-90.2,12b83b20-6aa5-47e4-a2af-4abc52937073
0,2025-09-09T00:00:00.000Z,,1,,2005-10-24T00:00:00.000Z,0,,0.0,8.0,AE,0,4,,7.5,2,0,,1,1970-01-01T00:00:00.000Z,2005-09-24T00:00:00.000Z,5993.24,0.00,0.00,0,1,0,250000,100000,2005,1,6994,1,5993.24,208900,4,N,,1,0.00,,0,,659,,0,0,Hurricane Wilma,30000,0.00,120651,,,20,,1,234720,,R,0,6,,,0,FL,Currently Unavailable,33141,12086,12086003912,120860039121,25.9,-80.1,9f096f61-d264-4280-a271-a80e66630ff4
0,2025-09-09T00:00:00.000Z,,1,,1996-02-08T00:00:00.000Z,0,,,,A04,0,3,,,1,0,10,1,1928-07-01T00:00:00.000Z,1992-03-04T00:00:00.000Z,13300.00,5900.00,0.00,0,1,0,13300,5900,1996,0,16000,9,13300.00,41196,2,N,10000,9,5900.00,12000,2,,988,2,40,0,Flooding,,0.00,530102,,,,,1,0,0,A,0,36,,,0,WA,Currently Unavailable,98544,53041,,,46.7,-123.0,2df3d394-dbf0-4eff-bffa-443e083b492a
0,2025-09-09T00:00:00.000Z,2,1,,2008-08-21T00:00:00.000Z,1,4,0.0,0.0,A,0,6,-0.4,-0.2,5,0,50,1,2007-01-01T00:00:00.000Z,2007-03-20T00:00:00.000Z,,,,1,2,0,135000,0,2008,1,375,1,0.00,89250,4,N,,,0.00,,0,,220,,0,0,Tropical Storm Fay,30000,0.00,120170,,,,01,1,105000,,R,0,1,,1,0,FL,Currently Unavailable,32011,12089,12089050502,120890505021,30.5,-81.8,cd365684-cd40-4508-82a2-24b0d344a2d5
0,2025-09-09T00:00:00.000Z,,1,,2004-09-18T00:00:00.000Z,0,,,,A,0,4,,,2,0,,1,1970-07-10T00:00:00.000Z,2001-05-17T00:00:00.000Z,14292.76,11013.18,0.00,0,1,0,226500,39000,2004,1,15393,1,14292.76,187320,4,N,12014,1,11013.18,0,0,,645,,0,0,Tropical Storm Ivan,30000,0.00,420711,,,,,1,187320,0,R,0,27,,,0,PA,Currently Unavailable,19403,42091,42091203402,420912034022,40.1,-75.4,98e160cf-cf05-4475-ba5d-6829504a06c2
0,2025-09-09T00:00:00.000Z,,1,,1981-10-15T00:00:00.000Z,0,,,,V05,0,3,,,1,0,10,1,1492-10-12T00:00:00.000Z,1981-08-02T00:00:00.000Z,2640.00,0.00,0.00,0,1,0,26400,3000,1981,0,2934,,2640.00,3000,1,N,,,0.00,,0,,,,0,0,,,0.00,375356,,,97,,1,0,,R,0,4,,,0,VA,Currently Unavailable,24416,51530,51530930600,515309306005,37.7,-79.3,eec4f0ec-bfed-46ed-a350-da31536d4f6e
0,2025-09-09T00:00:00.000Z,,1,,1995-09-12T00:00:00.000Z,0,,,,D,0,,,,1,0,10,1,1963-01-10T00:00:00.000Z,1993-01-23T00:00:00.000Z,82824.04,0.00,0.00,0,1,0,125000,0,1995,0,83325,0,82824.04,83325,7,N,,0,0.00,,0,,,,0,0,,,0.00,530126,,,,,1,125000,,A,0,10,,,0,WA,Currently Unavailable,98547,53049,53049950300,530499503001,46.7,-124.1,63ffbdb3-5968-4f04-8692-2651499cda38
0,2025-09-09T00:00:00.000Z,0,1,,2017-08-26T00:00:00.000Z,0,,,,AE,0,3,,,1,0,,11,1977-04-05T00:00:00.000Z,2010-12-24T00:00:00.000Z,56482.08,0.00,0.00,1,RatingEngine,0,200000,80000,2017,0,57732,F,56482.08,157842,0,N,,1,0.00,,,,682,,0,0,Hurricane Harvey,30000,0.00,485488,485488,"LEAGUE CITY, CITY OF",97,,1,175259,,A,0,4,AE,1,0,TX,Currently Unavailable,77573,48167,48167721210,481677212102,29.5,-95.0,05437b8e-3f02-4cb1-adbb-c0938879f462
0,2025-09-09T00:00:00.000Z,0,1,,2024-09-27T00:00:00.000Z,0,1,,,AE,0,3,,,1,0,,11,1983-01-01T00:00:00.000Z,2020-06-01T00:00:00.000Z,250000.00,14000.00,0.00,0,RatingEngine,0,250000,14000,2024,1,254460,2,250000.00,257295,4,N,16014,2,14000.00,19581,0,FL0124,,,,0,Hurricane Helene,30000,0.00,120110,120110,HERNANDO COUNTY *,,,1,320819,0,A,0,3,AE,1,0,FL,Currently Unavailable,34607,12053,12053041600,120530416001,28.5,-82.6,a5e9aa76-a37a-43b1-a8bc-060e25e4aefb
0,2025-09-09T00:00:00.000Z,2,1,,1992-01-04T00:00:00.000Z,1,3,-3.0,9.0,AE,0,4,,6.1,3,0,60,2,1981-07-15T00:00:00.000Z,1990-05-21T00:00:00.000Z,2173.18,0.00,0.00,1,2,0,250000,31500,1992,0,3000,0,2173.18,250000,2,N,,0,0.00,,0,,937,,0,0,Flooding,15000,0.00,345310,,,97,,1,0,,A,0,0,,,0,NJ,Currently Unavailable,08226,34009,34009020206,340090202062,39.2,-74.6,88874733-323c-44a1-898d-2acb6d0bfb1a
0,2025-09-09T00:00:00.000Z,,1,,1981-08-19T00:00:00.000Z,0,,,,A17,0,,,,1,0,10,1,1492-10-12T00:00:00.000Z,1981-06-18T00:00:00.000Z,0.00,0.00,0.00,0,1,0,48400,0,1981,0,235,,0.00,36200,4,N,,,0.00,,0,,60,,0,0,Flooding,,0.00,125098,,,,97,1,0,,A,0,1,,,0,FL,Currently Unavailable,33033,12086,12086011005,120860110052,25.5,-80.4,8f3e4b08-2e2a-4aaf-aca1-e423b849be1e
0,2025-09-09T00:00:00.000Z,,1,,1982-12-28T00:00:00.000Z,0,,,,,0,,,,1,0,,1,1492-10-12T00:00:00.000Z,1983-11-17T00:00:00.000Z,,,,0,,0,0,0,1982,0,,,0.00,,D,,,,0.00,,,,,,0,0,,,0.00,999999,,,,,1,,,,0,0,,,0,MD,Currently Unavailable,,,,,,,3461724b-7273-4ddb-9f97-047f42f82979
0,2025-09-09T00:00:00.000Z,,1,,2013-02-22T00:00:00.000Z,0,,1.0,295.0,AE,0,3,295.0,295.5,1,0,,4,2001-05-01T00:00:00.000Z,2001-06-06T00:00:00.000Z,35738.88,0.00,0.00,1,1,0,500000,105000,2013,0,36738,1,35738.88,1187057,2,N,,1,0.00,,0,,,,0,0,,30000,0.00,280144,,,97,,1,1249534,,A,0,1,,1,0,MS,Currently Unavailable,39073,28121,28121021003,281210210031,32.1,-90.1,7525158a-0440-43c7-b9a7-f6b2393d0d9a
0,2025-09-09T00:00:00.000Z,,1,,1980-04-13T00:00:00.000Z,0,,,,C,0,4,,,3,0,10,1,1492-10-12T00:00:00.000Z,1979-06-29T00:00:00.000Z,885.60,2392.40,0.00,0,1,0,30000,20000,1980,0,1086,,885.60,46000,4,N,2593,,2392.40,10000,0,,33,,0,0,Flooding,,0.00,225203,,,,,1,0,0,A,0,1,,,0,LA,Currently Unavailable,70114,22071,22071000300,220710003002,29.9,-90.0,7bb887f3-8905-47e2-8f71-416ac7af0e0c
0,2025-09-09T00:00:00.000Z,,1,,2005-08-29T00:00:00.000Z,0,,0.0,-3.5,AE,0,3,-4.4,-3.3,1,0,,1,1979-01-01T00:00:00.000Z,2003-07-03T00:00:00.000Z,,,,1,1,0,165900,1800,2005,0,,1,0.00,,2,N,,1,0.00,,0,,654,,0,0,Hurricane Katrina,30000,0.00,225199,,,99,,1,,,,0,0,,,0,LA,Currently Unavailable,70065,22051,22051020517,220510205173,30.0,-90.3,fe3332be-04b7-4fc1-9199-3abf50778371
0,2025-09-09T00:00:00.000Z,,1,,2017-08-28T00:00:00.000Z,0,,4.0,50.0,AE,0,,52.7,53.6,2,0,,11,2006-01-01T00:00:00.000Z,2008-02-22T00:00:00.000Z,196740.69,68287.20,0.00,1,RatingEngine,0,250000,100000,2017,1,186088,F,196740.69,681391,2,N,69537,1,68287.20,100000,0,,682,,0,0,Hurricane Harvey,30000,0.00,480287,480287,HARRIS COUNTY*,,,1,751990,0,R,0,3,AE,1,0,TX,Currently Unavailable,77346,48201,48201250802,482012508022,30.0,-95.2,74ceeb3d-5861-47e9-8879-aae9c6f2afdb
0,2025-09-09T00:00:00.000Z,1,1,,1999-07-08T00:00:00.000Z,0,,,,C,0,2,,,2,0,,4,1992-07-01T00:00:00.000Z,1997-07-03T00:00:00.000Z,9798.41,0.00,0.00,1,1,0,60000,10000,1999,0,10300,0,9798.41,375806,4,N,,0,0.00,,0,,,,0,0,,30000,0.00,475433,,,97,,1,391464,,A,0,0,,,0,TN,Currently Unavailable,37938,47093,47093006401,470930064012,36.1,-83.9,5bd77fb6-323d-4fa1-8e22-a1f1c97a91f0
0,2025-09-09T00:00:00.000Z,,1,,1990-05-22T00:00:00.000Z,0,,,,AE,0,3,,,1,0,10,1,1970-07-01T00:00:00.000Z,1990-05-15T00:00:00.000Z,16848.02,7000.00,0.00,0,1,0,30000,7000,1990,0,17349,1,16848.02,30000,2,N,19439,1,7000.00,0,0,,,,0,0,,15000,0.00,480438,,,,,1,0,0,A,0,,,,0,TX,Currently Unavailable,77327,48291,48291700600,482917006002,30.4,-94.8,f60a97c8-ea9a-45b6-ae92-1a148e1cb346
0,2025-09-09T00:00:00.000Z,,1,,1982-04-05T00:00:00.000Z,0,,,,,0,3,,,1,0,10,1,1492-10-12T00:00:00.000Z,1981-10-05T00:00:00.000Z,835.60,441.00,0.00,0,1,0,16500,1600,1982,0,1036,,835.60,22000,4,N,641,,441.00,5000,0,,,,0,0,,,0.00,390433,,,,,1,0,0,A,0,0,,,0,OH,Currently Unavailable,,39123,39123050800,391230508001,41.6,-83.1,714da732-ab3a-4ff8-a464-75421a080af7
0,2025-09-09T00:00:00.000Z,,1,,1995-05-08T00:00:00.000Z,0,,2.0,,A01,0,3,,,1,0,10,1,1972-01-01T00:00:00.000Z,1990-06-07T00:00:00.000Z,328.76,0.00,0.00,0,1,0,108700,50000,1995,1,829,1,328.76,67380,4,N,,1,0.00,,0,,582,,0,0,Flooding,30000,0.00,225199,,,,,1,0,,A,0,0,,,0,LA,Currently Unavailable,70003,22051,22051020400,220510204001,30.0,-90.2,34c2778c-d022-4e63-af42-0eb07c19781f
0,2025-09-09T00:00:00.000Z,,1,8,2017-08-26T00:00:00.000Z,0,,-2.0,12.0,A03,0,,9.4,10.4,2,0,,3,1973-01-01T00:00:00.000Z,2017-06-09T00:00:00.000Z,500000.00,0.00,0.00,0,1,1,500000,0,2017,0,564871,A,500000.00,1600164,0,N,,,0.00,,0,,682,,0,0,Hurricane Harvey,30000,0.00,481569,481569,"DICKINSON, CITY OF",,,0,2250949,,A,0,6,AE,10,1,TX,Currently Unavailable,77539,48167,48167720900,481677209004,29.5,-95.1,afe0b9cc-d6f9-4159-971a-c9d9466e970d
0,2025-09-09T00:00:00.000Z,,1,,1999-09-04T00:00:00.000Z,1,,1.0,8.0,A05,0,3,0.0,9.4,1,0,10,1,1989-01-05T00:00:00.000Z,1998-06-29T00:00:00.000Z,3126.56,0.00,0.00,1,1,0,250000,39000,1999,1,4301,F,3126.56,131090,4,N,,F,0.00,,0,,623,,0,0,Hurricane Dennis,30000,0.00,370181,,,,,1,131090,,A,0,0,,1,0,NC,Currently Unavailable,28515,37137,37137950102,371379501023,35.2,-76.7,706c0dca-0160-4b85-aebb-79091ccb7ef7
0,2025-09-09T00:00:00.000Z,,1,,1998-02-15T00:00:00.000Z,1,,0.0,10.0,A08,0,3,0.0,10.0,1,0,10,1,1994-05-14T00:00:00.000Z,1997-05-12T00:00:00.000Z,,,,1,1,0,25000,5000,1998,1,422,0,0.00,26005,2,N,496,0,0.00,15000,0,,,2,41,0,,15000,0.00,285254,,,97,01,1,28894,0,A,0,-2,,,0,MS,Currently Unavailable,39520,28045,28045030300,280450303007,30.3,-89.4,1c772146-81c4-4a11-94b3-bd359a2901e5
0,2025-09-09T00:00:00.000Z,,1,,1986-02-18T00:00:00.000Z,0,,,,A14,0,4,,,2,0,10,1,1952-07-01T00:00:00.000Z,1985-12-18T00:00:00.000Z,36136.04,6200.00,0.00,0,1,0,77400,6200,1986,0,40093,0,36136.04,94900,1,N,10554,0,6200.00,30000,0,,535,,0,0,Flooding,,0.00,060375,,,,,1,0,0,A,0,16,,,0,CA,Currently Unavailable,95446,06097,06097153704,060971537044,38.5,-123.0,86a10759-8739-4d30-8565-ed71d411059f
0,2025-09-09T00:00:00.000Z,,1,,2022-09-28T00:00:00.000Z,1,,-3.0,9.0,AE,0,,5.0,5.8,1,0,54,11,1985-01-01T00:00:00.000Z,2020-03-09T00:00:00.000Z,109780.10,0.00,0.00,0,RatingEngine,0,250000,0,2022,1,110953,A,109780.10,557097,1,N,,,0.00,,,FL0222,,,,0,Hurricane Ian,30000,0.00,120426,120426,"MARCO ISLAND, CITY OF",,,1,686800,,R,0,1,AE,1,0,FL,Currently Unavailable,34145,12021,12021010905,120210109052,26.0,-81.7,cd799b16-4d16-4277-a256-d3a39625a23f
0,2025-09-09T00:00:00.000Z,,1,,2013-02-25T00:00:00.000Z,0,,,,X,0,4,,,3,0,,6,1986-01-01T00:00:00.000Z,2008-11-15T00:00:00.000Z,9717.93,0.00,0.00,1,7,0,500000,200000,2013,0,10718,F,9717.93,1046308,4,N,,F,0.00,,0,,,,0,0,,30000,0.00,220202,220202,"MANDEVILLE, CITY OF",,,1,1260612,,A,0,,X,8,0,LA,Currently Unavailable,70471,22103,22103040303,221030403032,30.4,-90.1,03f53e92-22de-4fe5-adfd-5ecc7c450a9b
0,2025-09-09T00:00:00.000Z,,1,,2008-09-01T00:00:00.000Z,0,,2.0,1.5,X,0,3,0.0,3.7,1,0,,11,1957-07-01T00:00:00.000Z,2006-06-16T00:00:00.000Z,,,,0,RatingEngine,0,250000,0,2008,1,270,5,0.00,127014,4,N,,,0.00,,,,223,,0,0,Hurricane Gustav,30000,0.00,225203,225203,NEW ORLEANS/ORLEANS PARISH*,20,01,1,158767,,A,0,5,X,1,0,LA,Currently Unavailable,70122,22071,22071013302,220710133021,30.0,-90.1,13b4fed0-929e-4f90-851e-21a5972aef07
0,2025-09-09T00:00:00.000Z,,1,,1989-11-07T00:00:00.000Z,0,,1.0,,A01,0,3,,,1,0,10,1,1975-01-01T00:00:00.000Z,1986-06-25T00:00:00.000Z,,,,1,1,0,66400,16400,1989,0,50,0,0.00,73237,4,N,,0,0.00,,0,,556,,0,0,Flooding,15000,0.00,225201,,,,01,0,0,,,0,0,,,0,LA,Currently Unavailable,70062,22051,22051023500,220510235002,30.0,-90.2,ac3fdf50-8cf0-44ba-adf9-b206a1c7a551
0,2025-09-09T00:00:00.000Z,2,1,,2004-04-02T00:00:00.000Z,0,,1.0,110.0,AE,0,,0.0,111.0,3,0,,1,1987-12-01T00:00:00.000Z,1995-11-15T00:00:00.000Z,510.56,512.63,0.00,1,1,0,167200,45300,2004,1,1011,1,510.56,88455,2,N,1013,1,512.63,0,0,,,,0,0,,30000,0.00,330129,,,,,1,110568,0,A,0,2,,1,0,NH,Currently Unavailable,03042,33015,33015059000,330150590003,43.0,-71.1,430628d7-5e83-4bef-a479-fb00b4caecb9
0,2025-09-09T00:00:00.000Z,,1,,2012-08-30T00:00:00.000Z,0,,1.0,5.0,A01,0,3,3.4,5.7,1,0,,1,2002-01-01T00:00:00.000Z,2010-07-30T00:00:00.000Z,34263.73,11046.42,0.00,1,1,0,164000,80000,2012,1,35264,1,34263.73,156658,2,N,12047,1,11046.42,0,0,,299,,0,0,Hurricane Isaac,30000,0.00,220164,,,,,1,163185,0,R,0,,,1,0,LA,Currently Unavailable,70068,22095,22095070500,220950705003,30.1,-90.5,09186cf0-7c7f-4c1b-85f7-d4f3375057af
0,2025-09-09T00:00:00.000Z,4,1,7,2018-09-13T00:00:00.000Z,0,,-4.0,6.0,AE,0,2,3.5,2.4,3,0,,1,1901-01-01T00:00:00.000Z,2009-06-24T00:00:00.000Z,134500.00,26500.00,30000.00,0,W,0,134500,26500,2018,1,143360,2,134500.00,204112,1,N,30605,2,26500.00,85500,0,,687,,0,0,Hurricane Florence,30000,30000.00,370043,370043,CARTERET COUNTY *,,,1,295804,0,A,0,1,AE,1,0,NC,Currently Unavailable,28524,37031,37031970102,370319701022,34.8,-76.5,8392031d-a66f-4018-b709-9b2bbf772cd6
0,2025-09-09T00:00:00.000Z,,1,,2010-03-26T00:00:00.000Z,0,,,,AE,0,3,,,1,0,,4,1960-01-19T00:00:00.000Z,2000-03-22T00:00:00.000Z,,,,0,1,0,152000,0,2010,0,1632,2,0.00,137491,2,N,,0,0.00,,0,,250,,0,0,Nor'easter,30000,0.00,250210,,,,01,1,196416,,A,0,2,,1,0,MA,Currently Unavailable,01463,25017,25017327103,250173271031,42.6,-71.6,0a469a99-3ee1-4863-96cf-41ba05f49d07
0,2025-09-09T00:00:00.000Z,0,1,,2017-08-27T00:00:00.000Z,1,,2.0,67.0,AE,0,4,68.2,69.0,1,0,10,11,1979-11-01T00:00:00.000Z,2025-08-08T00:00:00.000Z,99029.34,48445.56,0.00,0,RatingEngine,0,250000,76000,2017,1,94337,2,99029.34,288926,2,N,49695,1,48445.56,59000,0,,682,,0,0,Hurricane Harvey,30000,0.00,480296,480296,"HOUSTON, CITY OF",,,1,343924,0,R,0,1,AE,1,0,TX,Currently Unavailable,77092,48201,48201531300,482015313002,29.8,-95.5,a7087551-839d-4567-ac02-5c9164bb7eae
0,2025-09-09T00:00:00.000Z,,1,,1998-09-21T00:00:00.000Z,0,,,,A11,0,,,,2,0,,2,1975-01-01T00:00:00.000Z,1998-08-28T00:00:00.000Z,4716.43,0.00,0.00,0,1,0,45600,0,1998,0,5717,1,4716.43,41200,2,N,,0,0.00,,0,,618,,0,0,Hurricane Georges,20000,0.00,720000,,,,,1,51500,,A,0,,,,0,PR,Currently Unavailable,00949,72137,72137121900,721371219001,18.4,-66.2,fb36be97-b276-4d3b-9678-a938c4eb7702
0,2025-09-09T00:00:00.000Z,0,1,,2015-05-26T00:00:00.000Z,0,,,,X,0,3,,,1,0,,1,1989-09-09T00:00:00.000Z,2011-02-15T00:00:00.000Z,30761.29,10194.46,0.00,1,1,0,250000,55100,2015,1,30587,F,30761.29,168010,4,N,11444,F,10194.46,0,0,,670,,0,0,Early summer storms,30000,0.00,480296,480296,"HOUSTON, CITY OF",,,0,191239,0,R,0,1,AE,1,0,TX,Currently Unavailable,77035,48201,48201422302,482014223021,29.7,-95.5,66125f39-a7cd-4790-8389-c4fac9ad68dd
0,2025-09-09T00:00:00.000Z,1,1,,2008-09-13T00:00:00.000Z,1,,,,A13,0,2,,,2,0,54,1,1965-01-01T00:00:00.000Z,1991-10-02T00:00:00.000Z,37062.58,9038.08,0.00,0,1,0,147400,17400,2008,1,38063,2,37062.58,48403,1,N,10040,2,9038.08,0,0,,668,,0,0,Hurricane Ike,30000,0.00,485488,,,,,1,84918,0,R,0,-4,,,0,TX,Currently Unavailable,77573,48167,48167721500,481677215002,29.5,-95.0,1a9f4a27-3d6d-41b5-b5ff-d1226b55e4f5
0,2025-09-09T00:00:00.000Z,,1,,1995-05-08T00:00:00.000Z,0,,1.0,,A01,0,,,,3,0,10,2,1978-01-01T00:00:00.000Z,1986-05-12T00:00:00.000Z,,,,1,1,0,250000,0,1995,0,,1,0.00,,4,N,,0,0.00,,0,,582,,0,0,Flooding,30000,0.00,225201,,,,20,0,,,A,0,0,,,0,LA,Currently Unavailable,70065,22051,22051020511,220510205112,30.0,-90.3,a177bbf9-23d4-4a0c-9f25-1ed6b29a8ed9
0,2025-09-09T00:00:00.000Z,,1,,1985-09-27T00:00:00.000Z,0,,,,A06,0,4,,,2,0,10,1,1979-07-01T00:00:00.000Z,1985-07-17T00:00:00.000Z,2852.17,4214.22,0.00,0,1,0,80000,10000,1985,0,3353,0,2852.17,80000,1,N,4715,0,4214.22,10000,0,,834,,0,0,Hurricane Gloria,,0.00,510001,,,,,1,0,0,A,0,1,,,0,VA,Currently Unavailable,23422,51001,51001090800,510010908002,37.6,-75.8,55a1ca10-3e08-4459-8162-ac13827a5fbc
