,state,stateabbrv,county,statefips,stcofips,population,risk_value,risk_score,risk_ratng,nri_ver,cbsa_code,county_fips5,place_name,place_id,yr,index_nsa,index_prev,hpi_change
0,Alabama,AL,Autauga,1,01001,58764,6156054.321904968,49.220489977728285,Relatively Low,2023,33860,01001,"Montgomery, AL",33860,2023,205.8625,195.35000000000002,10.512499999999989
1,Alabama,AL,Baldwin,1,01003,231365,210632685.03204635,97.70919503658925,Relatively High,2023,19300,01003,"Daphne-Fairhope-Foley, AL",19300,2023,363.1425,333.1125,30.029999999999973
3,Alabama,AL,Bibb,1,01007,22239,3863746.994426648,32.48488705058861,Very Low,2023,13820,01007,"Birmingham, AL",13820,2023,324.80125,308.825,15.976249999999993
4,Alabama,AL,Blount,1,01009,58992,10238536.29147353,65.12885777919185,Relatively Low,2023,13820,01009,"Birmingham, AL",13820,2023,324.80125,308.825,15.976249999999993
5,Alabama,AL,Calhoun,1,01015,116250,26233823.90671147,84.37798281896278,Relatively Moderate,2023,11500,01015,"Anniston-Oxford, AL",11500,2023,261.2475,243.6425,17.60499999999999
7,Alabama,AL,Chilton,1,01021,44999,8034568.594594459,58.54279350938594,Relatively Low,2023,13820,01021,"Birmingham, AL",13820,2023,324.80125,308.825,15.976249999999993
9,Alabama,AL,Colbert,1,01033,57133,13039100.047965756,71.90582246261533,Relatively Low,2023,22520,01033,"Florence-Muscle Shoals, AL",22520,2023,271.3575,250.29500000000002,21.0625
15,Alabama,AL,Elmore,1,01051,87755,7727801.049058331,57.27012408526885,Relatively Low,2023,33860,01051,"Montgomery, AL",33860,2023,205.8625,195.35000000000002,10.512499999999989
16,Alabama,AL,Etowah,1,01055,103320,23052950.48116733,82.24626153356665,Relatively Low,2023,23460,01055,"Gadsden, AL",23460,2023,290.0325,269.5775,20.45500000000004
18,Alabama,AL,Geneva,1,01061,26621,10453197.564154228,65.5424753420299,Relatively Low,2023,20020,01061,"Dothan, AL",20020,2023,242.385,221.0125,21.372500000000002
19,Alabama,AL,Greene,1,01063,7714,2458754.5903954757,18.040089086859687,Very Low,2023,46220,01063,"Tuscaloosa, AL",46220,2023,275.4125,260.47749999999996,14.93500000000006
20,Alabama,AL,Hale,1,01065,14753,3932203.934171799,33.15303849825008,Very Low,2023,46220,01065,"Tuscaloosa, AL",46220,2023,275.4125,260.47749999999996,14.93500000000006
21,Alabama,AL,Henry,1,01067,17074,6272061.915247263,49.88864142538976,Relatively Low,2023,20020,01067,"Dothan, AL",20020,2023,242.385,221.0125,21.372500000000002
22,Alabama,AL,Houston,1,01069,107125,48007533.00270954,90.67769646834235,Relatively Moderate,2023,20020,01069,"Dothan, AL",20020,2023,242.385,221.0125,21.372500000000002
24,Alabama,AL,Jefferson,1,01073,673766,140565447.08965528,96.46834234807508,Relatively High,2023,13820,01073,"Birmingham, AL",13820,2023,324.80125,308.825,15.976249999999993
25,Alabama,AL,Lauderdale,1,01077,93509,16654447.67995009,76.36016544702512,Relatively Low,2023,22520,01077,"Florence-Muscle Shoals, AL",22520,2023,271.3575,250.29500000000002,21.0625
26,Alabama,AL,Lawrence,1,01079,33012,8674511.896472283,60.45179764556157,Relatively Low,2023,19460,01079,"Decatur, AL",19460,2023,285.8875,269.15999999999997,16.72750000000002
27,Alabama,AL,Lee,1,01081,173871,12394948.77643084,70.8240534521158,Relatively Low,2023,12220,01081,"Auburn-Opelika, AL",12220,2023,297.025,275.41999999999996,21.605000000000018
28,Alabama,AL,Limestone,1,01083,101053,14267757.508315766,73.59210944957046,Relatively Low,2023,26620,01083,"Huntsville, AL",26620,2023,301.005,286.6225,14.382499999999993
29,Alabama,AL,Lowndes,1,01085,10307,3257318.1210910496,26.50334075723831,Very Low,2023,33860,01085,"Montgomery, AL",33860,2023,205.8625,195.35000000000002,10.512499999999989
30,Alabama,AL,Macon,1,01087,19491,2738525.72962364,20.999045497931913,Very Low,2023,12220,01087,"Auburn-Opelika, AL",12220,2023,297.025,275.41999999999996,21.605000000000018
31,Alabama,AL,Madison,1,01089,387825,51965011.57193784,91.28221444479797,Relatively Moderate,2023,26620,01089,"Huntsville, AL",26620,2023,301.005,286.6225,14.382499999999993
33,Alabama,AL,Mobile,1,01097,414514,319033182.2206425,98.79096404708876,Relatively High,2023,33660,01097,"Mobile, AL",33660,2023,283.13,265.865,17.264999999999986
34,Alabama,AL,Montgomery,1,01101,228847,30283369.551931452,86.25517021953547,Relatively Moderate,2023,33860,01101,"Montgomery, AL",33860,2023,205.8625,195.35000000000002,10.512499999999989
35,Alabama,AL,Morgan,1,01103,123349,35965443.53449743,88.13235762010818,Relatively Moderate,2023,19460,01103,"Decatur, AL",19460,2023,285.8875,269.15999999999997,16.72750000000002
36,Alabama,AL,Pickens,1,01107,19095,5449632.034702426,44.82978046452433,Very Low,2023,46220,01107,"Tuscaloosa, AL",46220,2023,275.4125,260.47749999999996,14.93500000000006
38,Alabama,AL,Russell,1,01113,59131,4634164.782870691,39.26185173401209,Very Low,2023,17980,01113,"Columbus, GA-AL",17980,2023,241.88,225.55,16.329999999999984
39,Alabama,AL,St. Clair,1,01115,90899,12377736.16183512,70.79223671651289,Relatively Low,2023,13820,01115,"Birmingham, AL",13820,2023,324.80125,308.825,15.976249999999993
40,Alabama,AL,Shelby,1,01117,222782,33257013.015347473,87.40057270124085,Relatively Moderate,2023,13820,01117,"Birmingham, AL",13820,2023,324.80125,308.825,15.976249999999993
43,Alabama,AL,Tuscaloosa,1,01125,226701,32545201.281330176,87.11422208081451,Relatively Moderate,2023,46220,01125,"Tuscaloosa, AL",46220,2023,275.4125,260.47749999999996,14.93500000000006
44,Alabama,AL,Walker,1,01127,65276,14131252.277471231,73.33757556474706,Relatively Low,2023,13820,01127,"Birmingham, AL",13820,2023,324.80125,308.825,15.976249999999993
45,Alaska,AK,Anchorage,2,02020,290985,94565714.94145495,94.8456888323258,Relatively Moderate,2023,11260,02020,"Anchorage, AK",11260,2023,302.95500000000004,286.2575,16.697500000000048
46,Alaska,AK,Fairbanks North Star,2,02090,95579,23132132.806901067,82.37352847597836,Relatively Low,2023,21820,02090,"Fairbanks-College, AK",21820,2023,259.82,250.17,9.650000000000006
49,Alaska,AK,Matanuska-Susitna,2,02170,107000,39908469.05317573,88.95959274578428,Relatively Moderate,2023,11260,02170,"Anchorage, AK",11260,2023,302.95500000000004,286.2575,16.697500000000048
50,Arizona,AZ,Cochise,4,04003,125169,28461341.696957614,85.87336939230035,Relatively Moderate,2023,43420,04003,"Sierra Vista-Douglas, AZ",43420,2023,295.1525,280.1975,14.954999999999984
51,Arizona,AZ,Coconino,4,04005,144629,46310111.70278644,90.23226216990136,Relatively Moderate,2023,22380,04005,"Flagstaff, AZ",22380,2023,446.4475,427.2925,19.154999999999973
54,Arizona,AZ,Maricopa,4,04013,4418836,181115759.27773196,97.32739420935413,Relatively High,2023,38060,04013,"Phoenix-Mesa-Chandler, AZ",38060,2023,545.941875,546.84375,-0.9018750000000182
55,Arizona,AZ,Mohave,4,04015,212833,36895428.26584613,88.41870824053451,Relatively Moderate,2023,29420,04015,"Lake Havasu City-Kingman, AZ",29420,2023,393.7975,393.11,0.6875
57,Arizona,AZ,Pima,4,04019,1042716,95675580.54224591,94.97295577473751,Relatively Moderate,2023,46060,04019,"Tucson, AZ",46060,2023,413.71625,393.07875,20.63749999999999
58,Arizona,AZ,Pinal,4,04021,424095,68784556.59432977,93.12758510976772,Relatively Moderate,2023,38060,04021,"Phoenix-Mesa-Chandler, AZ",38060,2023,545.941875,546.84375,-0.9018750000000182
60,Arizona,AZ,Yavapai,4,04025,235830,39357835.86407164,88.83232580337257,Relatively Moderate,2023,39150,04025,"Prescott Valley-Prescott, AZ",39150,2023,410.82,401.8375,8.982500000000016
61,Arizona,AZ,Yuma,4,04027,203299,54640271.89700735,91.66401527203308,Relatively Moderate,2023,49740,04027,"Yuma, AZ",49740,2023,314.45,302.8575,11.592499999999973
63,Arkansas,AR,Benton,5,05007,284135,34409334.14577248,87.55965637925549,Relatively Moderate,2023,22220,05007,"Fayetteville-Springdale-Rogers, AR",22220,2023,349.9275,317.655,32.272500000000036
69,Arkansas,AR,Craighead,5,05031,111202,59032843.357338995,92.33216671969456,Relatively Moderate,2023,27860,05031,"Jonesboro, AR",27860,2023,242.72750000000002,238.0025,4.725000000000023
70,Arkansas,AR,Crawford,5,05033,60118,17559125.309433296,77.44193445752465,Relatively Low,2023,22900,05033,"Fort Smith, AR-OK",22900,2023,276.0825,253.515,22.567499999999995
71,Arkansas,AR,Crittenden,5,05035,48103,21091149.49448218,80.75087496022908,Relatively Low,2023,32820,05035,"Memphis, TN-MS-AR",32820,2023,290.70625,281.59125,9.115000000000009
72,Arkansas,AR,Faulkner,5,05045,123427,40522110.01938142,89.18230989500478,Relatively Moderate,2023,30780,05045,"Little Rock-North Little Rock-Conway, AR",30780,2023,284.57875,266.82125,17.757499999999993
73,Arkansas,AR,Garland,5,05051,100056,29537182.37625457,86.12790327712376,Relatively Moderate,2023,26300,05051,"Hot Springs, AR",26300,2023,313.55,287.6325,25.917500000000018
74,Arkansas,AR,Grant,5,05053,17894,3506376.87937297,29.080496341075406,Very Low,2023,30780,05053,"Little Rock-North Little Rock-Conway, AR",30780,2023,284.57875,266.82125,17.757499999999993
79,Arkansas,AR,Little River,5,05081,12005,3173736.26861025,25.612472160356347,Very Low,2023,45500,05081,"Texarkana, TX-AR",45500,2023,270.4175,257.8975,12.520000000000039
80,Arkansas,AR,Lonoke,5,05085,74002,18838892.043977126,78.7782373528476,Relatively Low,2023,30780,05085,"Little Rock-North Little Rock-Conway, AR",30780,2023,284.57875,266.82125,17.757499999999993
81,Arkansas,AR,Madison,5,05087,16496,9113611.43867096,61.78810054088451,Relatively Low,2023,22220,05087,"Fayetteville-Springdale-Rogers, AR",22220,2023,349.9275,317.655,32.272500000000036
82,Arkansas,AR,Miller,5,05091,42561,14631602.709228957,74.22844416162901,Relatively Low,2023,45500,05091,"Texarkana, TX-AR",45500,2023,270.4175,257.8975,12.520000000000039
86,Arkansas,AR,Perry,5,05105,10019,4824058.70143325,40.75723830734967,Very Low,2023,30780,05105,"Little Rock-North Little Rock-Conway, AR",30780,2023,284.57875,266.82125,17.757499999999993
87,Arkansas,AR,Poinsett,5,05111,22933,17549251.69980112,77.3783009863188,Relatively Low,2023,27860,05111,"Jonesboro, AR",27860,2023,242.72750000000002,238.0025,4.725000000000023
89,Arkansas,AR,Pulaski,5,05119,398830,98424475.08602303,95.06840598154629,Relatively Moderate,2023,30780,05119,"Little Rock-North Little Rock-Conway, AR",30780,2023,284.57875,266.82125,17.757499999999993
91,Arkansas,AR,Saline,5,05125,123011,16523051.303231476,76.2010817690105,Relatively Low,2023,30780,05125,"Little Rock-North Little Rock-Conway, AR",30780,2023,284.57875,266.82125,17.757499999999993
92,Arkansas,AR,Sebastian,5,05131,127706,25585842.610288806,83.9325485205218,Relatively Moderate,2023,22900,05131,"Fort Smith, AR-OK",22900,2023,276.0825,253.515,22.567499999999995
94,Arkansas,AR,Washington,5,05143,245782,49924050.4121579,91.02768055997454,Relatively Moderate,2023,22220,05143,"Fayetteville-Springdale-Rogers, AR",22220,2023,349.9275,317.655,32.272500000000036
99,California,CA,Butte,6,06007,211490,167225054.57114,97.16831053133949,Relatively High,2023,17020,06007,"Chico, CA",17020,2023,350.775,356.1275,-5.3525000000000205
102,California,CA,El Dorado,6,06017,190978,54116622.932473965,91.60038180082725,Relatively Moderate,2023,40900,06017,"Sacramento-Roseville-Folsom, CA",40900,2023,370.78749999999997,375.3666666666666,-4.5791666666666515
103,California,CA,Fresno,6,06019,1007944,231090303.33674857,98.09099586382438,Relatively High,2023,23420,06019,"Fresno, CA",23420,2023,357.27,347.7525,9.517499999999984
105,California,CA,Imperial,6,06025,179319,230450355.00354367,98.05917912822144,Relatively High,2023,20940,06025,"El Centro, CA",20940,2023,313.435,295.3625,18.07249999999999
107,California,CA,Kern,6,06029,908530,348935217.6236055,99.01368119630925,Relatively High,2023,12540,06029,"Bakersfield-Delano, CA",12540,2023,320.9225,312.125,8.797500000000014
108,California,CA,Kings,6,06031,152259,49931550.2146233,91.05949729557749,Relatively Moderate,2023,25260,06031,"Hanford-Corcoran, CA",25260,2023,317.335,301.75,15.58499999999998
112,California,CA,Madera,6,06039,156146,89629893.97867444,94.65478841870824,Relatively Moderate,2023,23420,06039,"Fresno, CA",23420,2023,357.27,347.7525,9.517499999999984
115,California,CA,Merced,6,06047,281054,103675045.55583702,95.32293986636972,Relatively Moderate,2023,32900,06047,"Merced, CA",32900,2023,351.48,351.345,0.1349999999999909
116,California,CA,Monterey,6,06053,438599,263588413.77456975,98.37734648425072,Relatively High,2023,41500,06053,"Salinas, CA",41500,2023,409.2625,401.8725,7.389999999999986
117,California,CA,Napa,6,06055,137956,210300736.5817422,97.67737830098633,Relatively High,2023,34900,06055,"Napa, CA",34900,2023,430.8025,431.2425,-0.4399999999999977
120,California,CA,Placer,6,06061,404590,41346901.168831505,89.34139357301943,Relatively Moderate,2023,40900,06061,"Sacramento-Roseville-Folsom, CA",40900,2023,370.78749999999997,375.3666666666666,-4.5791666666666515
121,California,CA,Riverside,6,06065,2416838,1590497610.375964,99.93636652879412,Very High,2023,40140,06065,"Riverside-San Bernardino-Ontario, CA",40140,2023,410.126875,403.501875,6.625
122,California,CA,Sacramento,6,06067,1584652,209037794.74139643,97.64556156538339,Relatively High,2023,40900,06067,"Sacramento-Roseville-Folsom, CA",40900,2023,370.78749999999997,375.3666666666666,-4.5791666666666515
123,California,CA,San Benito,6,06069,64102,76474837.95948996,93.85937002863504,Relatively Moderate,2023,41940,06069,"San Jose-Sunnyvale-Santa Clara, CA",41940,2023,527.5933333333334,515.1225000000001,12.470833333333303
124,California,CA,San Bernardino,6,06071,2179979,1523897374.0208879,99.90454979319122,Very High,2023,40140,06071,"Riverside-San Bernardino-Ontario, CA",40140,2023,410.126875,403.501875,6.625
125,California,CA,San Diego,6,06073,3295981,959720165.3153405,99.68183264397072,Very High,2023,41740,06073,"San Diego-Chula Vista-Carlsbad, CA",41740,2023,501.673125,482.26937499999997,19.40375000000006
127,California,CA,San Joaquin,6,06077,778512,216316017.749277,97.77282850779508,Relatively High,2023,44700,06077,"Stockton-Lodi, CA",44700,2023,355.21375,360.725,-5.511250000000018
128,California,CA,San Luis Obispo,6,06079,280370,70451761.503706,93.31848552338528,Relatively Moderate,2023,42020,06079,"San Luis Obispo-Paso Robles, CA",42020,2023,473.89750000000004,452.05,21.847500000000025
130,California,CA,Santa Barbara,6,06083,447998,460842142.17946655,99.39548202354437,Relatively High,2023,42200,06083,"Santa Maria-Santa Barbara, CA",42200,2023,447.36,423.24,24.120000000000005
131,California,CA,Santa Clara,6,06085,1934625,1351778298.5107563,99.84091632198536,Very High,2023,41940,06085,"San Jose-Sunnyvale-Santa Clara, CA",41940,2023,527.5933333333334,515.1225000000001,12.470833333333303
132,California,CA,Santa Cruz,6,06087,270408,198448719.87952527,97.61374482978049,Relatively High,2023,42100,06087,"Santa Cruz-Watsonville, CA",42100,2023,442.815,444.1225,-1.3075000000000045
133,California,CA,Shasta,6,06089,181918,103163968.98746505,95.2911231307668,Relatively Moderate,2023,39820,06089,"Redding, CA",39820,2023,316.5825,313.0775,3.5049999999999955
134,California,CA,Solano,6,06095,452833,243758135.36599696,98.21826280623608,Relatively High,2023,46700,06095,"Vallejo, CA",46700,2023,378.7475,383.46500000000003,-4.71750000000003
135,California,CA,Sonoma,6,06097,488330,379595361.49068016,99.17276487432389,Relatively High,2023,42220,06097,"Santa Rosa-Petaluma, CA",42220,2023,406.005,402.175,3.829999999999984
136,California,CA,Stanislaus,6,06099,552683,118405366.67368364,95.8001909004136,Relatively High,2023,33700,06099,"Modesto, CA",33700,2023,371.65999999999997,368.4975,3.162499999999966
137,California,CA,Sutter,6,06101,99621,126199635.21172781,96.05472478523703,Relatively High,2023,49700,06101,"Yuba City, CA",49700,2023,359.3725,362.19,-2.8174999999999955
139,California,CA,Tulare,6,06107,472585,117045494.29744346,95.7683741648107,Relatively High,2023,47300,06107,"Visalia, CA",47300,2023,321.22249999999997,308.0375,13.184999999999945
141,California,CA,Ventura,6,06111,843136,483101626.6729162,99.4272987591473,Relatively High,2023,37100,06111,"Oxnard-Thousand Oaks-Ventura, CA",37100,2023,417.5375,404.8725,12.66500000000002
142,California,CA,Yolo,6,06113,216393,185952052.68588957,97.35921094495704,Relatively High,2023,40900,06113,"Sacramento-Roseville-Folsom, CA",40900,2023,370.78749999999997,375.3666666666666,-4.5791666666666515
143,California,CA,Yuba,6,06115,81512,40090082.297935486,89.02322621699014,Relatively Moderate,2023,49700,06115,"Yuba City, CA",49700,2023,359.3725,362.19,-2.8174999999999955
144,Colorado,CO,Adams,8,08001,519291,80519228.84247276,94.17753738466432,Relatively Moderate,2023,19740,08001,"Denver-Aurora-Centennial, CO",19740,2023,626.2991666666667,624.6516666666666,1.6475000000000364
146,Colorado,CO,Arapahoe,8,08005,654201,101715241.76007327,95.16385618835508,Relatively Moderate,2023,19740,08005,"Denver-Aurora-Centennial, CO",19740,2023,626.2991666666667,624.6516666666666,1.6475000000000364
147,Colorado,CO,Boulder,8,08013,330652,42668693.036490984,89.50047725103404,Relatively Moderate,2023,14500,08013,"Boulder, CO",14500,2023,461.9525,459.68,2.2724999999999795
148,Colorado,CO,Broomfield,8,08014,74051,11010997.254122904,67.2923958001909,Relatively Low,2023,19740,08014,"Denver-Aurora-Centennial, CO",19740,2023,626.2991666666667,624.6516666666666,1.6475000000000364
149,Colorado,CO,Clear Creek,8,08019,9391,4430885.715315578,37.671014953865736,Very Low,2023,19740,08019,"Denver-Aurora-Centennial, CO",19740,2023,626.2991666666667,624.6516666666666,1.6475000000000364
152,Colorado,CO,Denver,8,08031,715210,72910820.43164663,93.60483614381165,Relatively Moderate,2023,19740,08031,"Denver-Aurora-Centennial, CO",19740,2023,626.2991666666667,624.6516666666666,1.6475000000000364
153,Colorado,CO,Douglas,8,08035,357700,22409203.803229127,81.89627744193446,Relatively Low,2023,19740,08035,"Denver-Aurora-Centennial, CO",19740,2023,626.2991666666667,624.6516666666666,1.6475000000000364
155,Colorado,CO,Elbert,8,08039,26043,2955307.9753252277,23.385300668151448,Very Low,2023,19740,08039,"Denver-Aurora-Centennial, CO",19740,2023,626.2991666666667,624.6516666666666,1.6475000000000364
156,Colorado,CO,El Paso,8,08041,729693,72178950.28311996,93.50938593700286,Relatively Moderate,2023,17820,08041,"Colorado Springs, CO",17820,2023,472.0625,473.925,-1.8625000000000114
159,Colorado,CO,Gilpin,8,08047,5803,2032368.243502982,14.190264078905503,Very Low,2023,19740,08047,"Denver-Aurora-Centennial, CO",19740,2023,626.2991666666667,624.6516666666666,1.6475000000000364
160,Colorado,CO,Jefferson,8,08059,582825,93244914.11387476,94.78205536111997,Relatively Moderate,2023,19740,08059,"Denver-Aurora-Centennial, CO",19740,2023,626.2991666666667,624.6516666666666,1.6475000000000364
163,Colorado,CO,Larimer,8,08069,358792,72217812.95933668,93.5412026726058,Relatively Moderate,2023,22660,08069,"Fort Collins-Loveland, CO",22660,2023,432.60249999999996,417.8725,14.729999999999961
165,Colorado,CO,Mesa,8,08077,155647,5823785.159198494,47.34330257715558,Very Low,2023,24300,08077,"Grand Junction, CO",24300,2023,412.4125,389.62,22.792500000000018
169,Colorado,CO,Park,8,08093,17300,3668856.5378041025,30.639516385618837,Very Low,2023,19740,08093,"Denver-Aurora-Centennial, CO",19740,2023,626.2991666666667,624.6516666666666,1.6475000000000364
171,Colorado,CO,Pueblo,8,08101,168034,19867372.694519073,79.79637289214126,Relatively Low,2023,39380,08101,"Pueblo, CO",39380,2023,353.87,355.205,-1.3349999999999795
174,Colorado,CO,Teller,8,08119,24661,9144736.28406984,61.97900095450207,Relatively Low,2023,17820,08119,"Colorado Springs, CO",17820,2023,472.0625,473.925,-1.8625000000000114
175,Colorado,CO,Weld,8,08123,328800,40804560.02879357,89.24594336621062,Relatively Moderate,2023,24540,08123,"Greeley, CO",24540,2023,406.7225,398.3075,8.41500000000002
176,Delaware,DE,Kent,10,10001,181705,26800954.203189652,84.75978364619789,Relatively Moderate,2023,20100,10001,"Dover, DE",20100,2023,283.3075,271.78000000000003,11.527499999999975
180,Florida,FL,Alachua,12,12001,277984,76077066.7331238,93.82755329303212,Relatively Moderate,2023,23540,12001,"Gainesville, FL",23540,2023,379.7975,351.7,28.097500000000025
181,Florida,FL,Baker,12,12003,27852,5718835.0560327945,46.770601336302896,Very Low,2023,27260,12003,"Jacksonville, FL",27260,2023,462.6125,441.44249999999994,21.170000000000073
182,Florida,FL,Bay,12,12005,174869,190796027.26630807,97.48647788736876,Relatively High,2023,37460,12005,"Panama City-Panama City Beach, FL",37460,2023,401.9075,372.63,29.277500000000032
183,Florida,FL,Brevard,12,12009,606067,449368630.24779594,99.36366528794144,Relatively High,2023,37340,12009,"Palm Bay-Melbourne-Titusville, FL",37340,2023,442.82,417.67,25.149999999999977
185,Florida,FL,Charlotte,12,12015,186734,144837302.57896587,96.5956092904868,Relatively High,2023,39460,12015,"Punta Gorda, FL",39460,2023,435.03499999999997,420.94,14.09499999999997
186,Florida,FL,Citrus,12,12017,153476,121228166.67545784,95.89564110722239,Relatively High,2023,26140,12017,"Homosassa Springs, FL",26140,2023,400.55,375.225,25.32499999999999
187,Florida,FL,Clay,12,12019,218078,38992769.05845001,88.76869233216672,Relatively Moderate,2023,27260,12019,"Jacksonville, FL",27260,2023,462.6125,441.44249999999994,21.170000000000073
188,Florida,FL,Collier,12,12021,375443,332563613.0556036,98.85459751829461,Relatively High,2023,34940,12021,"Naples-Marco Island, FL",34940,2023,557.0225,503.4175,53.60500000000002
191,Florida,FL,Duval,12,12031,994675,218096248.0836287,97.83646197900096,Relatively High,2023,27260,12031,"Jacksonville, FL",27260,2023,462.6125,441.44249999999994,21.170000000000073
192,Florida,FL,Escambia,12,12033,321367,218729166.62679195,97.86827871460389,Relatively High,2023,37860,12033,"Pensacola-Ferry Pass-Brent, FL",37860,2023,387.895,371.90999999999997,15.985000000000014
193,Florida,FL,Flagler,12,12035,115270,36696763.21248466,88.35507476932867,Relatively Moderate,2023,19660,12035,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2023,436.1375,417.2325,18.904999999999973
194,Florida,FL,Gadsden,12,12039,43693,20141011.67004436,80.05090677696467,Relatively Low,2023,45220,12039,"Tallahassee, FL",45220,2023,317.9175,292.3375,25.58000000000004
195,Florida,FL,Gilchrist,12,12041,17826,6140616.374510258,49.06140629971365,Relatively Low,2023,23540,12041,"Gainesville, FL",23540,2023,379.7975,351.7,28.097500000000025
199,Florida,FL,Highlands,12,12055,101136,46631006.66830225,90.29589564110722,Relatively Moderate,2023,42700,12055,"Sebring, FL",42700,2023,403.1575,358.485,44.672500000000014
201,Florida,FL,Indian River,12,12061,159719,165333142.67342675,97.07286032453071,Relatively High,2023,42680,12061,"Sebastian-Vero Beach-West Vero Corridor, FL",42680,2023,427.3225,406.49,20.832499999999982
202,Florida,FL,Jefferson,12,12065,14359,6245393.848330089,49.69774101177219,Relatively Low,2023,45220,12065,"Tallahassee, FL",45220,2023,317.9175,292.3375,25.58000000000004
203,Florida,FL,Lake,12,12069,383042,102496710.34527916,95.22748965956093,Relatively Moderate,2023,36740,12069,"Orlando-Kissimmee-Sanford, FL",36740,2023,439.96,417.0733333333333,22.886666666666656
204,Florida,FL,Lee,12,12071,759922,494565830.2049376,99.49093223035317,Relatively High,2023,15980,12071,"Cape Coral-Fort Myers, FL",15980,2023,463.57124999999996,445.225,18.34624999999994
205,Florida,FL,Leon,12,12073,292157,89123153.41045801,94.55933821189946,Relatively Moderate,2023,45220,12073,"Tallahassee, FL",45220,2023,317.9175,292.3375,25.58000000000004
206,Florida,FL,Levy,12,12075,42750,24650515.569121376,83.26439707286033,Relatively Moderate,2023,23540,12075,"Gainesville, FL",23540,2023,379.7975,351.7,28.097500000000025
207,Florida,FL,Manatee,12,12081,399485,269991363.9011351,98.44097995545657,Relatively High,2023,35840,12081,"North Port-Bradenton-Sarasota, FL",35840,2023,539.43875,510.435,29.003750000000025
208,Florida,FL,Marion,12,12083,375566,133438067.60314484,96.24562519885461,Relatively High,2023,36100,12083,"Ocala, FL",36100,2023,379.6625,360.045,19.617500000000007
209,Florida,FL,Martin,12,12085,158246,143741856.4027113,96.53197581928094,Relatively High,2023,38940,12085,"Port St. Lucie, FL",38940,2023,455.18,426.8575,28.32249999999999
212,Florida,FL,Nassau,12,12089,90123,24270008.017279632,83.07349665924276,Relatively Moderate,2023,27260,12089,"Jacksonville, FL",27260,2023,462.6125,441.44249999999994,21.170000000000073
213,Florida,FL,Okaloosa,12,12091,211293,186294068.37587157,97.4228444161629,Relatively High,2023,18880,12091,"Crestview-Fort Walton Beach-Destin, FL",18880,2023,413.025,394.345,18.67999999999995
215,Florida,FL,Orange,12,12095,1428790,304674883.3902721,98.56824689786829,Relatively High,2023,36740,12095,"Orlando-Kissimmee-Sanford, FL",36740,2023,439.96,417.0733333333333,22.886666666666656
216,Florida,FL,Osceola,12,12097,387795,99847930.13472934,95.13203945275215,Relatively Moderate,2023,36740,12097,"Orlando-Kissimmee-Sanford, FL",36740,2023,439.96,417.0733333333333,22.886666666666656
220,Florida,FL,Polk,12,12105,721918,230155586.7537174,98.02736239261853,Relatively High,2023,29460,12105,"Lakeland-Winter Haven, FL",29460,2023,447.96,417.37625,30.583749999999952
222,Florida,FL,St. Johns,12,12109,273175,80458586.93018714,94.1457206490614,Relatively Moderate,2023,27260,12109,"Jacksonville, FL",27260,2023,462.6125,441.44249999999994,21.170000000000073
223,Florida,FL,St. Lucie,12,12111,328876,251282118.78852144,98.31371301304486,Relatively High,2023,38940,12111,"Port St. Lucie, FL",38940,2023,455.18,426.8575,28.32249999999999
224,Florida,FL,Santa Rosa,12,12113,187714,108946500.72679184,95.51384027998729,Relatively High,2023,37860,12113,"Pensacola-Ferry Pass-Brent, FL",37860,2023,387.895,371.90999999999997,15.985000000000014
225,Florida,FL,Sarasota,12,12115,433908,268538670.8573988,98.40916321985365,Relatively High,2023,35840,12115,"North Port-Bradenton-Sarasota, FL",35840,2023,539.43875,510.435,29.003750000000025
226,Florida,FL,Seminole,12,12117,470586,110899475.2903358,95.64110722239899,Relatively High,2023,36740,12117,"Orlando-Kissimmee-Sanford, FL",36740,2023,439.96,417.0733333333333,22.886666666666656
227,Florida,FL,Sumter,12,12119,129698,39850711.7086315,88.92777601018136,Relatively Moderate,2023,48680,12119,"Wildwood-The Villages, FL",48680,2023,395.7425,378.9625,16.78000000000003
228,Florida,FL,Volusia,12,12127,551829,191388687.00144407,97.51829462297168,Relatively High,2023,19660,12127,"Deltona-Daytona Beach-Ormond Beach, FL",19660,2023,436.1375,417.2325,18.904999999999973
229,Florida,FL,Wakulla,12,12129,33756,11432570.413117496,68.59688195991092,Relatively Low,2023,45220,12129,"Tallahassee, FL",45220,2023,317.9175,292.3375,25.58000000000004
230,Florida,FL,Walton,12,12131,75211,92368539.77492198,94.68660515431117,Relatively Moderate,2023,18880,12131,"Crestview-Fort Walton Beach-Destin, FL",18880,2023,413.025,394.345,18.67999999999995
231,Florida,FL,Washington,12,12133,25288,34545436.28624509,87.71874005727013,Relatively Moderate,2023,37460,12133,"Panama City-Panama City Beach, FL",37460,2023,401.9075,372.63,29.277500000000032
237,Georgia,GA,Bibb,13,13021,157280,16715345.013203979,76.42379891823099,Relatively Low,2023,31420,13021,"Macon-Bibb County, GA",31420,2023,230.9975,215.39,15.607500000000016
238,Georgia,GA,Brantley,13,13025,17976,7768232.331213397,57.46102449888642,Relatively Low,2023,15260,13025,"Brunswick-St. Simons, GA",15260,2023,354.4175,314.1925,40.22500000000002
